Company,Date,Amount,TFTD*,Series,Lead Investor,Coverage
Workflow Labs,8/18/2023,"$1,300,000","$2,800,000",Seed,,https://www.geekwire.com/2023/startup-helps-amazon-sellers/
Viome,8/18/2023,"$86,500,000","$175,000,000",Series C,CVS,https://www.geekwire.com/2023/genomic-testing-startup-viome-closes-86-5m-round-partners-with-cvs-to-sell-at-home-kits/
Spectrum Effect,8/16/2023,"$1,900,000",,,,https://www.geekwire.com/2023/spectrum-effect-which-uses-machine-learning-to-help-mobile-network-operators-raises-more-cash/
Integrate,8/15/2023,"$3,400,000",,,Hyperplane,https://www.geekwire.com/2023/integrate-funding-space-force-firefly/
Membrion,8/11/2023,"$5,500,000","$23,000,000",Series B,Samsung Venture Investment Corp. and Lam Capital ,https://www.businesswire.com/news/home/20230808238080/en/Membrion-Series-B-round-closes-at-12.5M
General Fusion,8/9/2023,"$25,000,000","$330,000,000",,BDC Capital and GIC,https://www.geekwire.com/2023/general-fusion-lands-25m-in-funding-announces-new-plans-for-demo-reactor-in-b-c/
ConductorOne,8/8/2023,"$12,000,000",,Series A,Felicis,https://venturebeat.com/security/cybersecurity-startup-conductorone-grows-funding-boost-least-privilege-access/
DropZone AI,8/8/2023,"$3,500,000",,Seed,Decibel Partners,https://www.geekwire.com/2023/seattle-startup-dropzone-ai-which-develops-autonomous-ai-security-agents-raises-3-5m/
Inrix,8/8/2023,"$70,000,000",,,Morgan Stanley,https://www.geekwire.com/2023/transportation-data-analytics-provider-inrix-lands-70m-from-morgan-stanley/
Wrench,8/7/2023,"$54,200,000",,,,https://www.geekwire.com/2023/mobile-car-repair-startup-wrench-is-raising-more-cash/
Source,8/1/2023,"$8,500,000","$12,200,000",Series A,M13,https://www.geekwire.com/2023/commercial-furniture-and-equipment-procurement-platform-source-snags-8-5m/
Propio,7/27/2023,"$43,000,000","$73,000,000",Series B,,https://www.geekwire.com/2023/fresh-off-fda-milestone-propio-lands-43m-as-it-readies-surgical-navigation-tech/
Augmend ,7/27/2023,"$2,200,000",,Pre-seed,Madrona Venture Labs,https://www.geekwire.com/2023/meta-and-microsoft-vets-land-2-2m-for-startup-building-shared-brain-developer-platform/
Protect Ai,7/26/2023,"$35,000,000","$48,500,000",Series A,Evolution Equity Partners,https://www.geekwire.com/2023/seattle-startup-that-helps-companies-protect-their-machine-learning-code-raises-35m/
A-Alpha Bio,7/25/2023,"$22,400,000","$51,000,000",Series A extension,Perceptive Xontogeny Ventures,https://www.geekwire.com/2023/a-alpha-bio-raises-22-4m-for-protein-discovery-platform-amid-surge-in-biological-data-demand/
Inspectify,7/24/2023,"$5,760,000",,,Fundrise,https://www.geekwire.com/2023/inspectify-which-sells-software-for-property-inspection-services-lands-5-7m/
Charmed,7/20/2023,"$400,000",,,Madrona Venture Labs,https://www.geekwire.com/2023/madrona-venture-labs-spinout-raises-cash-to-help-game-developers-with-ai-powered-tools/
Risc Zero,7/19/2023,"$40,000,000",,Series A,Blockchain Capital,https://www.geekwire.com/2023/blockchain-startup-risc-zero-grabs-40m-to-roll-out-developer-platform/
S!ng ,7/17/2023,"$2,700,000",,,,https://www.geekwire.com/2023/sng-a-musician-marketplace-for-nfts-and-physical-merchandise-lands-2-7m/
CurvaFix,7/14/2023,"$39,000,000",,Series C,MVN Partners,https://www.geekwire.com/2023/curvafix-raises-39m-aims-to-improve-pelvic-fracture-treatment-with-curved-surgical-device/
Tangibly,7/13/2023,"$6,500,000",,Seed,Madrona Venture Group,https://www.geekwire.com/2023/tangibly-a-seattle-startup-that-uses-ai-to-help-companies-protect-trade-secrets-raises-6-5m/
EchoNous,7/13/2023,"$7,000,000",,,Kennedy Lewis,https://www.geekwire.com/2023/echonous-maker-of-an-ai-powered-portable-ultrasound-system-raises-7m/
Jirav,7/12/2023,"$20,000,000",,Series B,Born Capital,https://www.geekwire.com/2023/financial-budgeting-and-analytics-platform-jirav-raises-20m/
SpecterOps,7/11/2023,"$8,500,000",,Series A,Ballistic Ventures,https://www.geekwire.com/2023/cybersecurity-startup-spectorops-snags-8-5m-in-series-a-extension/
FloraWorks,6/28/2023,"$2,250,000","$5,500,000",Series A,,https://www.bizjournals.com/portland/inno/stories/news/2023/06/28/floraworks-sleep-study-science-cbn.html?utm_source=st&utm_medium=en&utm_campaign=inno&ana=e_n&utm_content=po
Heard,6/23/2023,"$15,000,000","$26,300,000",Series A,Headline ,https://www.geekwire.com/2023/heard-raises-15m-to-expand-its-financial-tech-tools-for-mental-health-professionals/
AltPep,6/22/2023,"$52,900,000",,Series B,Senator Investment Group,https://www.geekwire.com/2023/biotech-startup-developing-tests-and-treatments-for-alzheimers-and-parkinsons-disease-raises-52-9m/
Outbound AI,6/21/2023,"$16,000,000","$23,000,000",Series A,Madrona Venture Group and SpringRock Ventures,https://www.geekwire.com/2023/healthcare-billing-and-claims-automation-startup-outbound-ai-raises-16m/
DexCare,6/21/2023,"$25,000,000","$146,000,000",Series C,Iconiq Growth,https://www.geekwire.com/2023/patient-appointment-booking-platform-dexcare-lands-75m-in-one-of-the-years-largest-deals/
Picket,6/20/2023,"$20,000,000",,Series B,LL Funds,https://www.geekwire.com/2023/real-estate-investment-and-property-management-platform-picket-lands-20m/
Humanly,6/15/2023,"$12,000,000","$18,000,000",Series A,Drive Capital,https://www.geekwire.com/2023/recruiting-automation-startup-humanly-lands-12m-as-it-doubles-down-on-ai/
Meetingflow,6/15/2023,"$760,000","$4,000,000",, PSL Ventures,https://www.geekwire.com/2023/ai2-incubator-spinout-pivots-raises-cash-to-help-make-sales-meetings-more-effective/
Worknet,6/13/2023,"$5,000,000",,seed and pre-seed,Act One Ventures and Founders’ Co-Op,https://www.geekwire.com/2023/after-selling-last-startup-to-zoominfo-sap-and-microsoft-vet-raises-5m-for-new-seattle-company/
Climate Vault Solutions,6/13/2023,"$9,400,000",,Seed, Inclusive Capital Partners Foundation,https://www.geekwire.com/2023/carbon-accounting-and-reduction-startup-with-unusual-strategy-launches-with-9-4m/
Tagboard,6/13/2023,"$4,000,000","$17,000,000",, NBA Equity,https://www.geekwire.com/2023/tagboard-lands-4m-to-boost-cloud-production-studio-build-off-partnerships-with-espn-nba/
Carta Healthcare,6/8/2023,"$25,000,000","$46,000,000",,,https://www.bizjournals.com/portland/inno/stories/fundings/2023/06/08/ai-powered-health-care-carta.html
Mozart Therapeutics ,6/7/2023,"$25,000,000","$80,000,000",,https://www.geekwire.com/2023/mozart-therapeutics-lands-25m-to-boost-development-of-remedies-for-celiac-and-crohns-disease/,
Nori,6/6/2023,"$6,250,000","$17,250,000",,"M13, Toyota Ventures, Placeholder, Cargill",https://www.geekwire.com/2023/carbon-removal-startup-nori-raises-6-25m-from-toyota-and-others-names-new-ceo/
Hydrolix,6/2/2023,"$20,000,000",,Series A,Nava Ventures,https://www.bizjournals.com/portland/inno/stories/news/2023/06/05/hydrolix-data-startup-investors-20m.html
Maximal Learning,5/31/2023,"$7,000,000","$7,000,000",Seed,Trilogy Equity Partners,https://www.geekwire.com/2023/microsoft-vets-lead-secretive-education-startup-using-generative-ai-to-help-students-learn/
Strike Graph,5/22/2023,"$7,000,000","$18,900,000",,Bamcap,https://www.geekwire.com/2023/compliance-automation-startup-strike-graph-lands-7m-to-expand-certification-offerings/
OncoResponse,5/18/2023,"$27,000,000",,,Rivevest Venture Partners,https://www.geekwire.com/2023/oncoresponse-lands-27m-to-advance-development-of-antibody-based-treatments-for-cancer/
Groopit,5/18/2023,"$3,500,000",,,WestRiver Group,https://www.geekwire.com/2023/employee-data-crowdsourcing-startup-groopit-raises-3-5m-plans-to-develop-generative-ai-tools/
Stacklok,5/17/2023,"$17,500,000",,Series A,Madrona Venture Group,https://www.geekwire.com/2023/heptio-founder-leads-stacklok-a-new-software-supply-chain-startup-that-raised-17-5m/
Union AI,5/17/2023,"$19,100,000",,Series A,,https://www.geekwire.com/2023/workflow-orchestration-startup-union-ai-which-created-flyte-lands-19-1m/
Glowforge,5/17/2023,"$20,000,000","$135,000,000",Series E,DFJ Growth and Foundry Group,https://www.geekwire.com/2023/3d-laser-printer-startup-glowforge-lands-20m-to-boost-product-development-grow-subscriptions/
Glassdome,5/17/2023,"$8,600,000",,Series A,Atinum Investment,https://www.bizjournals.com/portland/inno/stories/fundings/2023/05/17/glassdome-series-a-ev-battery-software.html
Cascade Health,5/15/2023,"$2,000,000",,Pre-Seed,AlleyCorp,https://www.geekwire.com/2023/seattle-startup-raises-2m-to-help-to-make-healthcare-pricing-data-more-transparent/
Modern Hydrogen,5/11/2023,"$32,800,000",,,NextEra Energy,https://www.geekwire.com/2023/clean-energy-startup-modern-hydrogen-previously-known-as-modern-electron-raises-32-8m/
Ascend,5/9/2023,"$25,000,000",,,,https://www.geekwire.com/2023/seattle-vc-firm-ascend-raises-25m-for-second-fund-plans-to-double-down-on-ai/
Genemod,5/5/2023,"$4,500,000","$6,200,000",,Defy.vc and LDV Partners,https://www.geekwire.com/2023/genemod-lands-4-5m-for-life-sciences-data-storage-and-collaboration-platform/
GoodShip,5/4/2023,"$5,000,000",,Seed,,https://www.geekwire.com/2023/trucking-analytics-startup-goodship-raises-5m/
Foundation,5/1/2023,"$3,000,000",,Seed,,https://www.geekwire.com/2023/foundation-a-seattle-based-wholesale-e-commerce-startup-led-by-a-former-staples-exec-lands-3m/
PreAct,4/25/2023,"$6,000,000","$41,000,000",Series B,I Squared Capital,https://www.geekwire.com/2023/preact-which-develops-near-field-sensors-for-automakers-and-robotics-lands-more-cash/
Avalanche Energy,4/24/2023,"$40,000,000","$45,000,000",Series A,Lowercarbon Capital,https://www.geekwire.com/2023/desktop-fusion-startup-avalanche-energy-lands-40m-and-logs-new-tech-achievement/
Rally Commerce,4/20/2023,"$12,000,000","$18,000,000",Series A,March Capital,https://www.businesswire.com/news/home/20230418005079/en/Rally-Raises-12M-in-Series-A-Round-to-Fuel-the-Future-of-Ecommerce-with-its-Next-Generation-Checkout-Platform
Lexion,4/19/2023,"$20,000,000","$35,000,000",Series A,Point72,https://www.geekwire.com/2023/after-tripling-revenue-in-2022-lexion-lands-20m-to-expand-ai-powered-contract-management-software/
Groundlight,4/19/2023,"$10,000,000","$10,000,000",Seed,Madrona Venture Group,https://www.geekwire.com/2023/amazon-and-microsoft-vets-raise-10m-for-computer-vision-startup-used-in-warehouses/
98point6,4/18/2023,"$30,700,000",,,L Catterton & Activant Capital ,https://www.geekwire.com/2023/digital-health-startup-98point6-raises-more-cash-to-fuel-new-era-as-a-software-licensor/
 Aspect Biosystems,4/12/2023,"$75,000,000",,,Novo Nordisk,geekwire.com/2023/vancouver-b-c-tissue-bioprinting-company-inks-75m-deal-with-novo-nordisk-for-diabetes-obesity/
Carbon Robotics,4/11/2023,"$35,000,000","$72,000,000",Series C,Sozo Ventures,https://www.geekwire.com/2023/carbon-robotics-lands-30m-to-sell-more-weed-destroying-machines-powered-by-ai/
Roboto,4/6/2023,"$4,800,000",,Seed,Unusual Ventures,https://www.geekwire.com/2023/robotics-data-startup-led-by-former-amazon-drone-engineers-emerges-from-stealth-with-4-8m/
Payscore,4/5/2023,"$2,200,000",,,ff Venture Capital group,https://www.geekwire.com/2023/payscore-a-startup-that-helps-property-managers-and-car-dealerships-verify-income-raises-2-2m/
TipHaus,4/3/2023,"$3,500,000",,,FUSE,https://www.geekwire.com/2023/tiphaus-which-helps-companies-distribute-tips-raises-3-5m-and-launches-banking-tool/
Fixie,3/30/2023,"$17,000,000",,Seed,Redpoint Ventures,https://www.geekwire.com/2023/google-and-apple-vets-raise-17m-for-fixie-a-large-language-model-startup-based-in-seattle/
Smalls,3/28/2023,"$19,000,000","$34,000,000",,Companion Fund,https://www.bizjournals.com/portland/inno/stories/fundings/2023/03/28/portland-founder-smalls-cat-food-companion-fund.html?utm_source=st&utm_medium=en&utm_campaign=inno&ana=e_n&utm_content=po
Oleria,3/21/2023,"$8,000,000",,Seed,Salesforce,https://www.geekwire.com/2023/salesforce-vets-land-8m-for-employee-access-management-startup/
Operto Guest Technologies,3/20/2023,"$25,000,000",,Series B,Centana Growth Partners,https://www.businesswire.com/news/home/20230320005075/en/Operto-Guest-Technologies-Raises-US25-Million-in-Series-B-Financing-Led-By-Centana-Growth-Partners
Hilos,3/15/2023,"$3,000,000",,,,https://www.geekwire.com/2023/3d-printed-shoe-startup-steps-into-3m-to-help-reduce-carbon-footprints-localize-manufacturing/
Latchel,3/10/2023,,,,Allegion Ventures,https://www.geekwire.com/2023/security-hardware-giant-allegion-backs-latchel-a-platform-to-manage-single-family-rental-properties/
Aiberry,3/8/2023,"$8,000,000",,Seed,Confluence Capital Group,https://www.geekwire.com/2023/startup-developing-an-ai-powered-mental-health-screening-tool-lands-8m/
Temporal,2/28/2023,"$75,000,000","$200,000,000",Series B-Prime,,https://www.geekwire.com/2023/developer-productivity-startup-temporal-raises-75m/
Archway,2/28/2023,"$15,000,000",,Series A,WaFd Bank and Madrona Venture Group,https://www.geekwire.com/2023/madrona-backs-wafd-bank-spinout-developing-consumer-software-for-regional-banks/
Vouched,2/27/2023,"$6,300,000","$18,000,000",,BHG VC and SpringRock Ventures,https://www.geekwire.com/2023/vouched-an-identity-verification-startup-backed-by-zulily-co-founders-raises-6-3m/
Kaito,2/22/2023,"$5,300,000",,,DragonFly,https://www.geekwire.com/2023/google-for-crypto-seattle-search-engine-startup-kaito-raises-5-3m/
Sentio,2/22/2023,"$6,400,000",,,Lightspeed Venture Partners,https://www.geekwire.com/2023/blockchain-observability-platform-sentio-raises-6-4m/
Lightfox,2/15/2023,"$6,000,000",,,,https://www.geekwire.com/2023/lightfox-the-seattle-based-mobile-game-developer-behind-knights-edge-raises-6m/
Earth Finance,2/12/2023,"$14,000,000","$14,000,000",Seed,,https://www.geekwire.com/2023/former-senator-reuven-carlyle-launches-climate-consulting-and-finance-venture-backed-by-14m/
Abacus Bioscience,2/7/2023,"$4,400,000",,Seed,Washington Research Foundation,https://www.geekwire.com/2023/seagen-vets-land-4-4m-for-univ-of-washington-spinout-using-fresh-approach-for-cancer-vaccines/
Rebellyous Foods,2/3/2023,"$9,500,000","$30,000,000",,,https://www.geekwire.com/2023/plant-based-chicken-startup-rebellyous-foods-raises-9-5m-to-launch-latest-production-tech/
Digs ,2/1/2023,"$7,000,000",,Seed,Fuse and Flying Fish,https://www.geekwire.com/2023/real-estate-startup-vets-land-7m-for-new-construction-project-management-startup/
Whalesync,1/26/2023,"$1,800,000",,Pre-Seed,,https://www.geekwire.com/2023/whalesync-a-seattle-startup-syncing-data-between-software-apps-raises-1-8m/
DevZero,1/24/2023,"$26,000,000",,Series A,Anthos Capital,https://www.geekwire.com/2023/former-uber-engineers-raise-26m-for-devops-startup-devzero/
XetHub,1/9/2023,"$7,500,000",,Seed,Madrona Venture Group,https://www.geekwire.com/2023/ex-apple-engineers-raise-7-5m-for-new-seattle-data-storage-startup/
Cardiac Dimensions,1/6/2023,"$35,000,000",,,Horizon 3 Healthcare,https://www.geekwire.com/2023/cardiac-dimensions-raises-35m-for-device-to-treat-condition-associated-with-heart-failure/
Lumotive,1/5/2023,"$13,000,000","$56,000,000",,Samsung Ventures,https://www.geekwire.com/2023/samsungs-vc-arm-backs-startup-selling-chips-for-3d-sensors-in-self-driving-cars-and-robots/
SingleFile,1/4/2023,"$3,200,000","$8,600,000",,Foundry and PSL Ventures,https://www.geekwire.com/2023/singlefile-a-legal-tech-startup-that-helps-companies-manage-state-filings-lands-3-2m/
SirionLabs,1/3/2023,"$25,000,000","$182,000,000",Series D,Brookfield Growth,https://www.geekwire.com/2023/contract-lifecycle-management-startup-sirionlabs-raises-25m/
Svante,12/21/2022,"$318,000,000","$474,000,000",Series E,Chevron New Energies,https://www.geekwire.com/2022/chevron-leads-318m-investment-round-for-carbon-capture-company-svante-as-sector-booms/
Protect AI,12/15/2022,"$13,500,000",,Seed,Acrew Capital and Boldstart Ventures,https://www.geekwire.com/2022/seattle-cybersecurity-startup-that-aims-to-protect-machine-learning-based-code-lands-13-5m/
Forum3,12/14/2022,"$10,000,000",,,Decasonic,https://www.geekwire.com/2022/after-advising-starbucks-nft-initiative-adam-brotman-and-andy-sack-raise-10m-for-web3-startup/
Group14,12/14/2022,"$214,000,000",,Series C,,https://www.geekwire.com/2022/seattle-area-battery-manufacturer-group14-lands-214m-from-microsofts-climate-fund-and-others/
Cabana,12/8/2022,"$3,000,000",,,TechNexus Venture Collaborative ,https://www.geekwire.com/2022/fresh-fuel-seattle-camper-rental-service-cabana-lands-3m-to-expand-fleet/
Keyplay,12/7/2022,"$3,000,000",,,MHS Capital,https://www.geekwire.com/2022/keyplay-a-new-seattle-startup-led-by-veteran-entrepreneur-adam-schoenfeld-raises-3m/
Pebble,12/7/2022,"$12,000,000","$17,300,000",Seed,XYZ Venture Capital,https://www.geekwire.com/2022/seattle-startup-pebble-which-helps-create-health-benefit-plans-for-small-businesses-lands-17m/
Prophia,12/1/2022,"$10,200,000","$15,300,000",Series A,Cercano Management,https://www.geekwire.com/2022/prophia-which-extracts-info-from-commercial-real-estate-contracts-raises-10-2m/
Cajal Neuroscience,11/29/2022,"$96,000,000",,Series A,,https://www.geekwire.com/2022/seattle-startup-with-fresh-approach-to-alzheimers-disease-raises-96m/
Metaspectral,11/18/2022,"$4,700,000",,Seed,,https://metaspectral.com/2022/11/16/metaspectral-raises-4-7-million-to-launch-fusion-a-cloud-based-ai-platform/
Bonum Therapeutics,11/15/2022,"$93,000,000",,Series A,,https://www.geekwire.com/2022/bonum-therapeutics-raises-93m-to-advance-tech-platform-retained-after-roche-buyout/
MotherDuck,11/15/2022,"$35,000,000","$47,500,000",Series A,Andreessen Horowitz,https://www.geekwire.com/2022/seattle-data-analytics-startup-motherduck-emerges-from-stealth-reveals-47-5m-in-funding/
CalmWave,11/15/2022,"$4,000,000",,Seed,Bonfire Ventures,https://www.geekwire.com/2022/new-spinout-from-ai2-lands-4m-to-quell-icu-alarms-and-make-the-hospital-a-quieter-place/
Spiral,11/11/2022,"$1,250,000",,,,https://www.geekwire.com/2022/spiral-a-seattle-startup-that-analyzes-customer-feedback-raises-1-25m/
BrightCanary,11/10/2022,"$4,000,000",,Seed,Trilogy Equity Partners,https://www.geekwire.com/2022/seattle-startup-that-helps-parents-figure-out-what-their-kids-are-doing-online-lands-cash/
Abett,11/9/2022,"$6,500,000","$12,100,000",,GreatPoint Ventures,https://www.geekwire.com/2022/healthcare-analytics-startup-founded-by-early-amazon-employee-lands-6-5m/
3NUM,11/2/2022,,,Pre-seed,,https://www.geekwire.com/2022/seattle-area-startup-developing-web3-mobile-numbers-that-mint-as-nfts-raises-cash/
LeadScorz,11/2/2022,"$5,600,000","$8,150,000",Series A,,https://www.geekwire.com/2022/leadscorz-which-uses-ai-to-analyze-sales-leads-lands-5-6m/
Metrist,11/1/2022,"$5,500,000",,Seed,,https://www.geekwire.com/2022/portland-startup-raises-5-5-for-tech-that-monitors-reliability-of-cloud-products/
Icertis,10/31/2022,"$75,000,000","$520,000,000",,,https://techcrunch.com/2022/10/31/contract-lifecycle-management-vendor-icertis-secures-150m-in-debt-to-stave-off-rivals/
Hippo Technologies ,10/29/2022,,"$3,700,000",Seed,Ochsner Health,https://www.geekwire.com/2022/virtual-care-startup-aiming-to-improve-rural-health-via-headsets-raises-cash/
Gabbi ,10/28/2022,"$4,400,000",,,Bread and Butter Ventures,https://www.geekwire.com/2022/health-startup-gabbi-lands-4-4m-to-help-women-assess-breast-cancer-risk-and-take-action/
Reclaim,10/27/2022,"$3,200,000","$9,500,000",,,https://www.geekwire.com/2022/reclaim-a-calendar-software-startup-that-creates-schedules-for-teams-raises-more-cash/
Center,10/26/2022,"$15,000,000",,,,https://www.geekwire.com/2022/expense-management-startup-center-lands-15m-adds-clear-co-founder-to-board/
Needl,10/26/2022,"$2,500,000",,,,https://www.geekwire.com/2022/needl-a-yc-startup-based-in-seattle-raises-2-5m-to-build-a-search-bar-for-your-entire-life/
Rock Paper Coin,10/25/2022,"$2,300,000","$4,800,000",,Elevate Capital,https://www.geekwire.com/2022/portland-fintech-startup-that-targets-wedding-industry-lands-2-3m/
Jigx,10/24/2022,,"$9,000,000",,,https://www.geekwire.com/2022/ex-nike-coo-invests-in-seattle-area-startup-led-by-k2-vets-that-helps-companies-build-mobile-apps/
Lithos,10/20/2022,"$6,290,000",,Seed,Union Square Ventures and Greylock Partners,https://www.geekwire.com/2022/carbon-removal-company-lithos-lands-6-3m-for-ag-focused-climate-tech/
Veeve,10/13/2022,"$6,700,000","$9,000,000",,Foothill Ventures and Creative Ventures,https://www.geekwire.com/2022/smart-shopping-cart-maker-veeve-adds-6-7m-to-its-basket-to-reach-more-grocery-stores/
Deako Lighting,10/11/2022,"$13,400,000","$49,700,000",,,https://www.geekwire.com/2022/seattle-startup-deako-lands-13-4m-to-sell-more-smart-light-switch-tech/
QorusDocs,10/4/2022,"$10,000,000","$18,000,000",,WestRiver,https://www.geekwire.com/2022/qorusdocs-which-helps-companies-create-and-manage-sales-proposals-raises-10m/
Xembly,10/4/2022,"$15,000,000","$20,000,000",Series A,Norwest Venture Partners,https://www.geekwire.com/2022/seattle-startup-xembly-raises-15m-for-ai-chief-of-staff-that-automates-tedious-conversational-tasks/
Eclypsium,10/4/2022,"$25,000,000","$50,000,000",Series B,Ten Eleven Ventures,https://www.geekwire.com/2022/eclypsium-a-portland-security-startup-that-protects-device-supply-chains-raises-25m/
Vega Cloud,9/30/2022,"$9,000,000",,,Album VC and Sun Mountain Capital,https://www.geekwire.com/2022/cloud-optimization-startup-led-by-2nd-watch-founder-lands-9m/
Rippl,9/28/2022,"$32,000,000",,Seed,Arch Venture Partners and General Catalyst,https://www.geekwire.com/2022/mental-health-startup-focused-on-seniors-launches-with-32m-backing-from-arch-venture-partners/
Artly,9/26/2022,"$8,300,000","$10,000,000",Pre-Series A,,https://www.geekwire.com/2022/robotic-coffee-barista-maker-led-by-ex-aws-engineer-raises-8-3m-to-open-more-retail-locations/
Cheq,9/21/2022,"$8,000,000",,Seed,WestRiver Group,https://www.geekwire.com/2022/seattle-startup-mobile-ordering-platform/
Alitheon ,9/20/2022,"$10,000,000","$35,000,000",Series A,BMW i Ventures and Imagine Ventures,https://www.geekwire.com/2022/bmw-venture-fund-invests-in-seattle-area-startup-combating-counterfeits-with-authentication-tech/
TrovaTrip,9/20/2022,"$15,000,000","$20,000,000",Series A,Madrona Venture Group,https://www.geekwire.com/2022/trovatrip-which-matches-travel-group-hosts-with-travelers-lands-15m/
Spot ,9/20/2022,"$5,500,000",,Seed,Freestyle,https://www.geekwire.com/2022/spot-a-seattle-metaverse-startup-for-hybrid-workforces-raises-5-5m/
Swiftly,9/19/2022,"$100,000,000",,Series C,BRV Capital Management,https://www.geekwire.com/2022/seattle-adds-another-unicorn-as-grocery-retail-tech-startup-swiftly-raises-100m/
Zócalo Health,9/19/2022,"$5,000,000",,Seed,"Animo, Virtue, and Vamos Ventures",https://www.geekwire.com/2022/amazon-care-vets-raise-5m-for-virtual-health-startup-focused-on-latino-patients/
Taqtile,9/16/2022,"$5,000,000",,,,https://www.geekwire.com/2022/taqtile-raises-5m-a-startup-that-sells-ar-enabled-job-training-tech/
Haptx,9/15/2022,"$23,000,000","$58,000,000",,AIS Global and Crescent Core Advisors,https://www.geekwire.com/2022/haptx-grabs-23m-in-new-funding-and-embraces-need-to-bring-touch-to-metaverse-with-its-gloves/
ModusBox,9/13/2022,"$10,000,000",,Series A,Fuse,https://www.geekwire.com/2022/seattle-startup-modusbox-spins-out-portx-into-new-financial-services-company-and-raises-10m/
Modulous,9/12/2022,"$11,500,000",,Series A,,https://www.geekwire.com/2022/modulous-which-helps-developers-build-prefabricated-homes-raises-11-5m/
QA Wolf,9/8/2022,"$20,100,000","$20,100,000",,Inspired Capital,https://www.geekwire.com/2022/software-vetting-startup-qa-wolf-comes-out-of-stealth-with-20m-from-peter-thiel-and-others/
Stack,9/8/2022,"$2,700,000",,,,https://www.geekwire.com/2022/seattle-startup-helping-teens-learn-about-and-invest-in-crypto-raises-2-7m/
Cap Hill Brands,9/8/2022,"$100,000,000","$250,000,000",Series B,BlackRock,https://www.geekwire.com/2022/blackrock-leads-100m-round-for-cap-hill-brands-e-commerce-vets-acquire-35-brands-add-key-execs/
Spice AI,9/7/2022,"$13,500,000","$14,500,000",Seed,Madrona Venture Group,https://www.geekwire.com/2022/seattle-startup-raises-13-5m-to-help-developers-build-ai-driven-applications-on-the-blockchain/
Falkon,9/1/2022,"$16,000,000","$20,000,000",,OMERS Ventures,https://www.geekwire.com/2022/seattle-startup-falkon-which-uses-ai-to-drive-sales-and-marketing-decisions-raises-16m/
Somalytics,8/30/2022,"$1,900,000",,Seed,IP Group,https://www.geekwire.com/2022/univ-of-washington-spinout-somalytics-raises-1-9m/
Alongside,8/24/2022,"$5,500,000",,Seed,Trilogy Ventures,https://www.geekwire.com/2022/seattle-mental-health-startup-alongside-raises-5-5m-aims-to-test-app-with-schools/
Yesler,8/23/2022,"$5,000,000","$10,200,000",,Crosslink Capital,https://www.geekwire.com/2022/expedia-and-weyerhauser-vets-land-5m-for-seattle-based-lumber-marketplace-yesler/?utm_source=GeekWire+Newsletters&utm_campaign=5ea3c7cbbe-daily-digest-email&utm_medium=email&utm_term=0_4e93fc7dfd-5ea3c7cbbe-234265589&mc_cid=5ea3c7cbbe&mc_eid=5149398d2d
Sofy,8/18/2022,"$7,750,000","$9,600,000",,Voyager Capital,https://www.geekwire.com/2022/microsoft-engineering-vets-raise-7-75m-for-mobile-app-testing-startup/
RipeLocker,8/16/2022,"$7,500,000","$21,000,000",Pre-A,,https://www.geekwire.com/2022/ripelocker-which-sells-containers-that-preserve-food-and-flowers-raises-7-5m-to-boost-production/
Monod Bio,8/15/2022,"$25,000,000",,Seed,Matrix Capital,https://www.geekwire.com/2022/institute-for-protein-design-spinout-monod-bio-raises-25m-for-molecular-biosensors/
TerraPower,8/15/2022,"$750,000,000",,,"Bill Gates, SK Inc., and SK Innovation",https://www.geekwire.com/2022/nuclear-energy-company-co-founded-by-bill-gates-raises-750m-one-of-the-largest-rounds-in-seattle-tech-history/
Marble,8/10/2022,"$2,000,000",,,,https://www.geekwire.com/2022/ex-adobe-and-facebook-engineers-raise-2m-for-seattle-software-startup-that-helps-small-landlords/
SEngine Precision Medicine ,8/10/2022,"$10,000,000","$19,000,000",,Washington Research Foundation,https://www.geekwire.com/2022/fred-hutch-spinout-lands-10m-for-precision-test-to-guide-cancer-treatment-develop-drugs/
Sella,8/9/2022,"$3,000,000",,,Flying Fish ,https://www.geekwire.com/2022/sella-which-uses-gig-workers-to-promote-and-resell-unwanted-items-raises-3m/
RISC Zero,8/9/2022,"$12,000,000","$14,000,000",Seed,Bain Capital Crypto,
Yoodli,8/8/2022,"$6,000,000","$7,100,000",Seed,Madrona Venture Group and Cercano Management,https://www.geekwire.com/2022/seattle-ai-startup-that-helps-professionals-improve-public-speaking-by-analyzing-speech-raises-6m/
Violett,8/1/2022,"$2,300,000","$2,750,000",Seed,Tacoma Venture Fund,https://www.geekwire.com/2022/seattle-startup-that-sells-air-purification-tech-powered-by-ultraviolet-light-raises-2-3m/
Ozette,7/28/2022,"$26,000,000",,Series A,Madrona ,https://www.geekwire.com/2022/madrona-backed-biotech-startup-ozette-lands-26-million-for-immune-cell-tech/
Gordian Software,7/19/2022,"$25,000,000","$33,000,000",,Accomplice and Vinyl,https://www.geekwire.com/2022/startup-building-software-that-helps-airlines-upsell-customers-raises-25m/
Strac,7/19/2022,"$3,500,000",,Seed,FUSE,https://www.geekwire.com/2022/seattle-area-cybersecurity-startup-led-by-former-principal-engineer-lands-3-5m/
